! ptbar_pion= 0.4294  ptbar_kaon= 0.6987  ptbar_proton= 1.0525
!   mt      pions       kaons      protons
1.2375  2.219e+00  5.323e-01  2.676e-01
1.2625  2.073e+00  4.737e-01  2.434e-01
1.2875  1.913e+00  4.546e-01  2.335e-01
1.3125  1.707e+00  4.081e-01  2.076e-01
1.3375  1.591e+00  4.031e-01  2.006e-01
1.3625  1.464e+00  3.448e-01  1.773e-01
1.3875  1.305e+00  3.388e-01  1.633e-01
1.4125  1.203e+00  2.963e-01  1.618e-01
1.4375  1.131e+00  2.729e-01  1.422e-01
1.4625  9.904e-01  2.437e-01  1.367e-01
1.4875  9.335e-01  2.371e-01  1.237e-01
1.5125  8.744e-01  2.178e-01  1.203e-01
1.5375  7.847e-01  2.034e-01  1.133e-01
1.5625  7.382e-01  1.895e-01  1.014e-01
1.5875  6.977e-01  1.763e-01  8.987e-02
1.6125  6.017e-01  1.531e-01  8.628e-02
1.6375  5.563e-01  1.470e-01  7.865e-02
1.6625  5.246e-01  1.385e-01  7.504e-02
1.6875  4.745e-01  1.254e-01  7.513e-02
1.7125  4.387e-01  1.195e-01  6.022e-02
1.7375  4.008e-01  1.005e-01  5.886e-02
1.7625  3.550e-01  1.034e-01  5.930e-02
1.7875  3.398e-01  9.205e-02  5.214e-02
1.8125  2.978e-01  7.910e-02  4.858e-02
1.8375  2.976e-01  7.916e-02  5.006e-02
1.8625  2.727e-01  7.269e-02  3.976e-02
1.8875  2.560e-01  6.369e-02  3.341e-02
1.9125  2.181e-01  6.722e-02  3.702e-02
1.9375  2.005e-01  6.325e-02  3.467e-02
1.9625  2.002e-01  5.592e-02  3.309e-02
1.9875  1.765e-01  5.535e-02  2.864e-02
2.0125  1.672e-01  4.718e-02  2.318e-02
2.0375  1.546e-01  4.378e-02  2.531e-02
2.0625  1.435e-01  3.361e-02  2.439e-02
2.0875  1.388e-01  3.883e-02  2.208e-02
2.1125  1.174e-01  3.479e-02  2.069e-02
2.1375  1.143e-01  3.406e-02  1.673e-02
2.1625  1.023e-01  2.715e-02  1.898e-02
2.1875  9.450e-02  2.512e-02  1.731e-02
2.2125  9.169e-02  2.880e-02  1.347e-02
2.2375  8.627e-02  2.563e-02  1.486e-02
2.2625  7.448e-02  2.482e-02  1.210e-02
2.2875  6.555e-02  2.231e-02  1.184e-02
2.3125  6.575e-02  1.871e-02  1.321e-02
2.3375  5.795e-02  1.910e-02  9.390e-03
2.3625  5.765e-02  1.560e-02  1.141e-02
2.3875  5.904e-02  1.656e-02  1.052e-02
2.4125  5.431e-02  1.460e-02  1.092e-02
2.4375  4.719e-02  1.284e-02  6.912e-03
2.4625  4.076e-02  1.148e-02  6.082e-03
2.4875  3.499e-02  9.427e-03  8.205e-03
2.5125  4.026e-02  8.291e-03  8.145e-03
2.5375  3.566e-02  1.120e-02  4.272e-03
2.5625  3.323e-02  1.006e-02  4.393e-03
2.5875  3.293e-02  1.136e-02  6.769e-03
2.6125  2.415e-02  7.341e-03  4.033e-03
2.6375  2.623e-02  7.282e-03  4.598e-03
2.6625  2.650e-02  8.065e-03  3.977e-03
2.6875  2.626e-02  5.668e-03  2.779e-03
2.7125  2.231e-02  5.293e-03  2.615e-03
2.7375  1.770e-02  5.908e-03  4.040e-03
2.7625  1.779e-02  3.909e-03  3.439e-03
2.7875  1.184e-02  4.525e-03  2.847e-03
2.8125  1.653e-02  2.727e-03  3.111e-03
2.8375  1.520e-02  6.049e-03  1.405e-03
2.8625  1.413e-02  2.528e-03  2.093e-03
2.8875  1.378e-02  3.450e-03  1.802e-03
2.9125  1.182e-02  3.736e-03  1.928e-03
2.9375  1.034e-02  2.936e-03  1.368e-03
2.9625  8.434e-03  2.301e-03  6.798e-04
2.9875  9.950e-03  2.894e-03  2.297e-03
3.0125  7.627e-03  1.966e-03  9.397e-04
3.0375  1.068e-02  1.802e-03  1.734e-03
3.0625  8.833e-03  1.640e-03  1.856e-03
3.0875  1.096e-02  2.369e-03  7.904e-04
3.1125  8.915e-03  1.765e-03  1.178e-03
3.1375  5.179e-03  2.045e-03  7.807e-04
3.1625  5.354e-03  8.702e-04  6.466e-04
3.1875  4.251e-03  4.322e-04  1.028e-03
3.2125  4.430e-03  1.431e-03  7.666e-04
3.2375  6.282e-03  2.416e-03  1.143e-03
3.2625  4.365e-03  9.883e-04  1.010e-03
3.2875  4.333e-03  7.012e-04  3.765e-04
3.3125  4.097e-03  1.254e-03  4.990e-04
3.3375  2.644e-03  4.152e-04  7.442e-04
3.3625  2.221e-03  9.626e-04  2.466e-04
3.3875  2.807e-03  1.640e-03  4.904e-04
3.4125  2.190e-03  9.503e-04  1.219e-04
3.4375  3.361e-03  4.047e-04  2.424e-04
3.4625  3.141e-03  2.681e-04  4.820e-04
3.4875  2.534e-03  1.332e-03  5.991e-04
3.5125  1.936e-03  3.971e-04  3.575e-04
3.5375  2.885e-03  1.315e-04  5.925e-04
3.5625  1.337e-03  5.230e-04  2.357e-04
3.5875  1.708e-03  6.497e-04  4.687e-04
3.6125  7.538e-04  3.874e-04  1.165e-04
3.6375  9.361e-04  3.851e-04  3.477e-04
3.6625  7.439e-04  5.104e-04  4.611e-04
3.6875  1.848e-03  2.537e-04  2.293e-04
3.7125  9.178e-04  1.135e-03  1.140e-04
3.7375  7.295e-04  3.760e-04  0.000e+00
3.7625  9.061e-04  3.738e-04  4.513e-04
3.7875  3.601e-04  1.239e-04  0.000e+00
3.8125  3.578e-04  4.926e-04  2.233e-04
3.8375  1.245e-03  0.000e+00  2.221e-04
3.8625  5.301e-04  0.000e+00  2.209e-04
3.8875  1.931e-03  2.421e-04  2.198e-04
3.9125  5.235e-04  6.018e-04  2.187e-04
3.9375  0.000e+00  1.197e-04  0.000e+00
3.9625  3.448e-04  3.570e-04  1.082e-04
3.9875  0.000e+00  1.183e-04  1.077e-04
