 1.07958 0.453153 0.350851 1.30801	 -24.6425 5.86586 -10.697 -3.94956 1.08157 1.46415 -0.768192 -0.653019 -0.186385 -0.450328 -0.75412 -0.0291955
 0.938038 0.734835 0.601702 1.41031	 -46.5314 2.51827 -6.35958 -3.8989 -1.95236 -0.656835 -1.24355 1.60348 0.363599 0.191307 -0.00779347 0.0495823
 1.40891 1.46777 1.06977 0.873574	 233.847 -3.59587 -3.08748 0.717381 -0.764087 -1.15925 1.71542 -0.288786 0.488145 -0.718232 -0.183785 0.0741875
 1.04595 1.00531 0.723624 0.345245	 -57.7187 -8.64462 3.84236 2.97788 0.474411 0.218729 -0.369317 0.112058 0.278285 0.010697 -0.366831 -0.00174828
 0.273774 0.713814 1.1034 0.851151	 -0.0503586 5.36983 6.91741 -1.02374 -0.0179464 -0.725518 0.939038 -0.854147 -0.454643 0.526861 -0.271367 -0.0258549
 0.224725 1.13143 1.45235 1.21692	 -6.62944 6.8789 7.45574 -3.92299 -2.89186 -2.56115 -1.01714 -0.0972693 0.198955 0.285265 0.376811 -0.0550589
 1.02352 0.33964 1.07257 1.21552	 -25.9241 3.89262 -2.96374 -3.0276 -1.42914 2.57967 0.84624 0.117292 0.378583 -0.672121 -0.0456707 -0.0582989
 0.775475 1.14404 0.757257 1.08939	 30.7234 -2.36146 -3.56189 -0.848652 2.89735 -0.882462 -0.416441 1.66239 0.927195 -0.00929177 -0.169214 -0.0283005
 1.11041 0.488188 0.251351 0.945045	 115.136 -6.70554 1.3465 -4.42414 2.68556 2.08735 1.81919 -0.654648 -1.04026 -0.240364 -0.0909462 -0.0927478
 0.975876 0.11962 0.541441 0.684384	 -55.6487 2.19368 -7.11907 0.371641 1.36349 2.81307 1.45708 -0.823813 0.0822739 0.996412 0.148085 -0.20638
 1.2029 0.276577 1.32062 1.4986	 13.8404 -1.45643 -3.97676 -2.8774 -1.34027 2.2396 -2.27896 0.605277 0.35451 0.269517 0.159037 -0.241297
 0.453153 1.13283 1.301 0.534434	 -14.3404 2.78025 3.24046 1.80597 1.52821 -0.674574 -0.201285 -0.693729 0.0379903 0.487621 0.424792 -0.12554
 0.158859 1.32763 0.280781 1.42152	 8.82345 5.3347 5.3273 -5.50663 2.35163 -2.24472 -3.00427 0.84583 0.276749 0.838777 0.092729 0.0468779
 1.35005 0.994094 0.228929 0.228929	 97.5983 -5.29367 8.76036 -0.0921465 -4.6584 0.892533 0.136276 0.229718 0.0810635 -0.26944 -0.482286 -0.107622
 1.0992 0.967467 0.939439 0.16026	 -53.5037 -8.1004 7.04983 4.21331 -2.59764 0.484713 -0.837808 0.738504 0.114673 -0.390067 -0.135321 -0.126733
 0.994094 1.35005 0.880581 1.47477	 -7.27918 2.19494 -7.15767 -2.38829 -1.48445 -1.21839 3.65919 1.9133 -0.400611 0.695262 -0.313459 0.194003
 0.793694 0.781081 1.46637 0.464364	 -12.06 8.78249 -9.1283 6.13872 -3.56973 -1.32006 1.49162 -1.0438 -0.598088 0.347083 -0.134001 0.176783
 1.49299 0.510611 1.14825 0.130831	 -72.7581 -9.66099 6.58208 4.40733 -4.92513 1.50796 -1.13472 0.595884 -0.188075 0.294739 -0.587951 0.261723
 0.576476 0.754454 0.873574 1.09079	 -39.3333 5.7073 -1.04275 -2.62328 -3.84161 -1.38421 1.62621 1.45506 -0.16094 0.0791994 0.433386 0.0433291
 0.433534 0.762863 0.638138 0.151852	 -39.6484 5.22974 2.48295 8.33117 -1.98617 -0.873589 -0.65759 1.07579 -0.360871 -0.199671 0.456431 0.0410931
 0.63954 0.137838 0.762863 1.18328	 -30.2685 4.48208 0.135599 -3.1569 -1.62653 1.76829 0.200169 -0.193231 0.0925445 0.148958 0.690321 -0.165333
 0.973073 1.39489 1.27297 1.10621	 9.95681 1.09505 -4.65005 -1.43193 1.05898 -0.221749 -3.20096 -0.021643 0.157943 0.357531 0.57268 0.0290339
 1.18749 1.42292 0.981481 1.06697	 -22.4442 3.57191 -10.603 -0.498774 -0.915225 -1.31231 0.730072 0.244367 0.43355 -0.177315 -0.512743 -0.0644374
 1.38929 1.21552 0.797898 0.223323	 58.2364 -7.73387 6.38936 3.09377 -5.35585 -0.689739 -1.27982 -0.0189758 -0.166757 0.397659 -0.111003 0.166908
 0.196697 0.462963 1.37668 0.142042	 -21.0755 6.90633 5.45477 9.56539 0.606145 -0.375563 -1.44484 0.0799242 -0.609967 -0.0163406 -0.510719 -0.0294898
 0.991291 1.1959 1.13704 1.32482	 -13.5751 2.99788 -2.59895 -3.38668 -2.84892 -0.363658 0.624099 1.31385 0.714156 -0.63389 -0.140464 0.0254083
 1.43834 1.35706 0.950651 1.41451	 -56.7169 -3.79454 -7.94726 -3.22404 -1.21756 -1.54616 -1.53647 2.06282 -0.307528 1.05977 -0.376509 -0.0498907
 0.465766 1.23934 0.973073 1.48318	 -10.3242 5.75781 1.69874 -4.70248 -1.64699 -1.50401 3.19778 1.38458 0.512576 0.475189 0.350911 -0.127043
 0.691391 0.139239 0.102803 1.1034	 -55.1875 9.68133 -9.23094 -2.32576 2.13742 3.18125 -2.72509 0.156313 -0.841674 -0.00892498 0.703028 0.00718485
 1.20991 0.748849 0.631131 0.984284	 327.241 0.45691 -4.43337 -2.02661 1.84854 0.568545 -0.946071 -0.891133 0.350785 0.00355558 -0.309269 0.338636
 0.76006 1.23654 1.06837 0.671772	 -48.5114 4.9121 -5.31694 1.2265 -1.56415 -0.868972 0.669025 0.25804 -0.127484 0.1132 0.698277 0.151325
 0.418118 1.0978 0.778278 0.77968	 12.5055 2.30298 3.63125 -0.237778 0.30112 -1.72386 2.48422 -0.218918 0.478208 -0.225823 -0.0672706 -0.204086
 0.471371 0.128028 1.03754 1.13003	 -6.47606 4.97272 3.8255 -1.94982 1.59026 3.02155 0.422309 -0.0812824 0.334758 -0.206829 0.173348 -0.143311
 0.568068 0.761461 0.341041 1.16366	 -29.4678 2.60537 -5.61911 -2.1193 3.78614 -0.237843 1.39356 0.777936 -0.0403947 0.273245 0.081109 0.091649
 0.33964 1.23794 0.104204 0.17988	 -74.5684 -2.52042 11.6376 2.40698 1.52093 -0.564985 -0.839202 -0.145275 -0.242462 0.0280678 0.281491 -0.125236
 1.1959 0.991291 0.348048 1.21972	 -67.1976 -13.4702 -1.44738 -5.42018 1.96083 -0.554692 1.60019 -0.611105 -0.45668 0.190861 0.0361982 0.138783
 1.37107 1.27578 0.217718 0.996897	 53.7898 -8.93656 0.861236 -6.20526 1.11374 0.0287257 0.74072 -0.0435078 -1.26168 -0.167479 -0.0686961 -0.00542488
 0.182683 0.537237 0.725025 0.502202	 11.9739 6.46831 8.62901 0.787577 0.703333 -0.525771 0.98796 -0.711412 -0.483935 0.0711802 -0.636574 -0.0368237
 0.181281 0.67037 0.426527 0.46997	 11.3018 3.00447 6.42257 3.76075 4.84376 0.111828 -0.449625 0.16817 -0.156705 0.141273 -0.515386 0.107324
 1.38088 1.44535 0.649349 0.792292	 73.9372 -8.00365 -1.8728 -0.521878 1.44189 -0.410033 -0.735459 0.56959 0.523041 0.0722092 -0.256632 0.104989
 0.412513 1.06557 1.18609 1.00951	 -32.8962 4.17207 1.01158 -0.84874 -1.48647 -2.65128 0.755843 -1.26988 -0.605102 0.824438 0.350877 -0.0723038
 0.818919 1.45095 1.2043 0.24995	 -105.605 -5.49975 -0.112437 6.90738 -0.783688 -1.38989 0.251051 0.462051 0.0248183 -0.360736 0.44473 -0.0376508
 0.521822 1.2043 1.45095 0.318619	 -46.0712 8.646 -4.48631 6.87588 -1.41001 -1.87723 -0.569159 -0.561923 -0.285494 0.138138 0.127895 -0.145725
 1.48458 0.315816 0.925425 0.402703	 78.4641 -8.91098 0.822799 3.96629 -2.48141 1.56454 0.136187 -0.522032 -0.137541 0.209865 -0.164297 -0.0173394
 0.785285 0.144845 0.654955 1.47758	 -14.0266 2.81566 -3.0041 -3.21354 -1.26623 1.82559 2.18534 1.58054 0.0387476 0.240941 0.404595 -0.0844732
 0.46016 0.296196 0.751652 0.290591	 -2.16527 3.67527 0.855088 6.88853 2.28092 1.59277 0.13668 -0.0982186 -0.0335203 -0.410327 0.513333 0.0901015
 0.221922 1.24635 1.13564 0.465766	 -7.51481 6.11503 7.2387 2.5489 0.315972 -1.55325 -1.99101 -0.189203 -0.374335 -0.378823 0.170958 -0.0284742
 0.343844 1.40611 0.165866 0.324224	 -68.8926 -1.89161 1.26775 4.22943 3.82126 -2.13855 -1.49178 1.23585 -0.166022 0.120111 0.0705572 -0.100421
 0.200901 0.430731 1.42853 1.05996	 1.80249 8.88817 11.8254 -4.37494 -2.69795 0.561259 -0.636524 -1.16851 0.136503 -0.185616 -0.590803 0.177685
 0.800701 0.667568 0.998298 0.381682	 6.7056 -7.87618 2.25104 4.87514 2.55993 0.283595 0.360463 0.0743312 -0.106819 0.271389 0.0508309 -0.00756763
 1.2982 0.108408 0.101401 0.647948	 126.918 -5.50364 2.62363 -2.87058 0.490494 4.19767 -1.03137 -0.269812 -0.473449 -0.330922 0.692059 -0.393263
 0.476977 1.22673 0.212112 0.601702	 85.6315 -4.351 -0.081633 1.04413 7.06339 -0.806364 -1.31603 0.228347 -0.00550928 0.110554 0.785862 0.0282037
 1.41592 0.404104 0.48959 0.995495	 -29.4998 -14.1316 -0.492301 -4.80934 -0.49196 0.488553 0.751807 -0.787932 -0.913052 0.97917 0.050115 0.3417
 0.85956 0.622723 0.788088 1.1987	 -26.4144 2.88646 -5.52869 -1.90952 -0.0424427 0.33668 1.37165 -1.30093 0.257973 0.228407 -0.156083 0.0400226
 1.05155 1.17768 0.172873 1.37948	 -57.2669 -6.76618 -2.29251 -6.04191 0.302711 -1.19164 -1.11733 1.86254 -2.02827 -0.981215 0.0600909 -0.0264425
 0.572272 0.122422 1.32763 0.325626	 -27.7586 5.96699 -0.21536 7.16089 0.482091 2.83251 -0.22514 -0.410032 -0.12022 -0.222568 0.392642 0.00636034
 0.164464 0.301802 0.413914 0.343844	 -10.7358 6.48606 1.46988 6.35756 4.45874 0.574367 -2.32852 0.889573 0.0213736 -0.0932848 -0.574976 0.153077
 1.2015 1.19169 1.0992 0.24014	 98.2377 -7.26129 5.08808 4.79884 -3.73393 -0.97594 0.169112 -0.424308 -0.181419 -0.199155 0.266203 -0.0396149
 0.776877 1.2968 0.966066 0.785285	 51.4831 -5.40581 -2.29299 -0.479324 -1.98551 -3.86336 5.05442 -1.33605 -0.284063 0.469733 0.499661 -0.0699867
 0.904404 0.938038 0.614314 1.06276	 -71.4132 -9.61024 -2.38345 -2.16345 3.49437 -0.993147 -0.996978 0.131321 0.796291 -0.179393 -0.288659 -0.221228
 0.266767 0.467167 0.914214 1.34444	 -1.00336 7.86716 8.6035 -4.00949 0.858935 1.74861 2.1294 0.701732 0.089878 -0.0960177 -0.378714 0.0047517
 0.468569 0.505005 1.09499 1.43834	 -41.2305 9.17012 2.25451 -4.08602 -0.177626 1.46921 1.97242 -0.0141012 0.326091 -0.0339205 0.0629174 0.0998737
 0.767067 0.308809 0.817517 0.91001	 -41.2909 1.71673 -0.595182 -1.17905 -1.64012 1.69361 -2.62961 -0.394512 0.126236 0.138459 0.619002 0.0250187
 1.34164 1.04174 1.35425 0.481181	 41.2885 -8.76748 2.40159 2.24188 -0.480869 0.365934 -2.90961 -0.50246 0.487796 -1.11316 -0.376377 0.0569834
 0.953453 0.605906 1.45375 0.565265	 -37.0655 10.7489 -11.315 4.21769 -3.15265 -0.238707 1.60881 -0.683047 -0.17697 -0.429198 -0.480594 0.0583016
 1.16366 0.24995 0.524625 0.949249	 -17.3754 -2.95697 -5.52445 -2.24794 -0.0657793 1.79724 0.0397122 0.471062 0.161867 0.545437 0.397298 -0.00955966
 1.15245 0.83013 0.402703 1.28278	 -58.2561 -10.9137 0.285258 -5.73384 2.24634 0.311699 -0.357626 0.58597 -0.109493 0.283377 -0.409745 0.0895363
 0.268168 1.43133 0.328428 0.397097	 -3.95078 4.38478 2.14132 4.37384 4.38962 -0.938337 0.00743732 0.384368 0.33656 -0.026049 0.183484 -0.0286989
 0.32983 0.895996 1.26737 0.199499	 -5.64553 7.56966 -1.51751 8.58506 2.09486 -0.729999 0.201068 1.93058 -0.0201744 0.00533812 -0.131871 0.037311
 0.341041 0.234535 0.790891 0.495195	 23.4933 1.67176 5.57272 2.54707 3.62264 1.8565 -0.765483 -0.84143 -0.150876 0.00837346 -0.121442 0.0449166
 0.467167 0.855355 1.37107 1.49299	 -31.0019 8.57528 3.43579 -5.1931 -3.68559 -0.760287 -1.05996 0.0165815 -0.172212 -0.00279737 0.134029 -0.104725
 0.561061 0.185485 1.17347 0.307407	 -53.2963 7.07082 -4.11052 8.43666 -2.38384 0.338966 1.21721 -0.304272 -0.528176 -0.00343396 0.11468 -0.0426913
 1.01792 0.360661 0.949249 0.524625	 -30.9438 -0.349346 -2.82169 2.21519 -2.94954 0.736233 0.707445 -0.272682 -0.212844 0.198517 -0.270107 -0.173762
 0.945045 0.486787 1.27858 0.545646	 -40.1169 0.935174 -5.27166 3.44773 -2.01344 -0.0380896 -2.17772 -0.810501 -0.475093 0.731057 -0.0256633 0.169899
 1.16927 0.207908 1.48739 1.39069	 -0.792924 1.31065 -2.12134 -3.33339 -4.07883 2.09813 -0.146327 -0.0543574 0.0303759 0.334937 0.022658 -0.205236
 0.649349 0.497998 1.18749 0.645145	 43.418 -1.53629 -0.198191 2.38893 2.13576 0.341178 1.78713 -1.66286 0.259761 0.399475 0.337956 0.176495
 1.30661 0.121021 0.255556 0.238739	 -64.3365 -9.50762 6.49276 0.962639 -2.80415 3.88081 -1.06272 -0.601486 0.474771 -0.0114654 0.736653 -0.160658
 0.464364 1.43413 0.496597 0.813313	 26.4975 1.93548 -2.76137 -0.203596 3.10874 -2.01252 -0.447532 -0.845009 0.691709 -0.0907748 0.643252 0.042414
 0.656356 1.1048 1.2982 0.704004	 -8.38637 4.79508 -0.951576 1.01133 -1.88626 -1.06806 -0.6147 -1.05734 0.303721 -1.14329 0.130448 -0.0573648
 0.873574 0.886186 1.32623 1.17768	 -44.1826 6.15077 -5.08868 -1.19258 -1.83202 0.0446444 -0.118053 0.167 0.339849 -0.480161 -0.142163 -0.007493
 0.858158 0.618519 0.53023 0.359259	 -110.627 -9.15458 -1.04217 4.38962 1.29863 -0.259686 1.00663 0.00554425 0.561972 -0.361795 -0.0645822 0.0577402
 1.102 1.06977 1.46777 0.887588	 6.27133 -1.48892 -4.33838 -0.0930262 0.0293343 -0.209646 1.99352 -0.375914 0.0314955 0.0683384 -0.539875 0.00769302
 0.350851 0.298999 0.98989 0.404104	 -5.57061 6.27279 5.59668 3.02367 -1.41915 0.532264 -1.34251 -0.692202 -0.317704 -0.284533 -0.202841 -0.133638
 0.314414 0.988488 1.13844 0.733433	 -14.2326 7.11408 7.54499 -1.52787 -4.55436 -2.19905 1.42379 -1.08912 -0.269577 -0.420649 -0.0902446 -0.159112
 0.908609 0.626927 1.28278 0.866567	 -34.0089 5.25306 -6.41324 0.195649 -2.65964 -0.293284 0.874561 -0.055967 0.0275523 -0.245343 -0.00212761 0.0640704
 1.24635 0.674575 0.555455 1.29399	 -6.65048 -10.2143 -3.834 -3.15395 0.702058 -0.495737 -1.3492 1.66476 0.427853 0.057368 -0.505374 0.045726
 0.144845 0.785285 1.46356 1.01512	 5.19082 8.43804 12.6143 -3.56597 -0.416015 0.14573 -0.137807 -0.766299 0.230842 0.242581 -0.715775 0.0163257
 0.866567 1.18328 1.15385 0.807708	 -39.6463 -1.08577 -4.6088 0.597289 1.65829 -0.657756 2.08853 -0.272294 0.69024 -0.568323 0.229069 -0.0080475
 0.755856 0.416717 1.34444 0.914214	 -32.9842 4.18229 -2.48372 0.250648 -1.21347 1.31347 0.6789 -0.256905 0.253714 -0.170385 0.121228 0.0759794
 1.48599 1.48599 0.711011 1.12863	 39.1137 -11.7028 -3.34965 -3.97743 -0.98154 -2.41015 -0.359054 -0.370381 0.302032 0.729247 -0.258449 0.0370206
 1.17768 0.26957 1.23233 1.36126	 -71.3729 2.81928 -5.84323 -1.89808 -2.93662 2.35566 0.358976 0.369528 -0.0566887 0.635309 0.279772 -0.0681544
 0.894595 0.541441 0.507808 0.781081	 -51.1865 7.39614 -9.49029 0.86347 0.944461 1.75707 -1.66614 -0.400772 0.0603342 -0.236948 -0.660752 0.0204133
 1.36827 0.725025 0.537237 0.888989	 -105.729 -7.9267 -3.21273 -1.89076 1.78146 0.996793 0.767722 1.77193 0.01569 -0.0409256 -0.971018 -0.0650183
 0.98008 0.918418 1.3991 0.486787	 -20.4735 8.46905 -8.39914 4.48197 -2.98309 -0.561324 0.00205082 -0.561258 -0.0530765 -0.476765 -0.515367 -0.0499457
 0.772673 1.43974 1.44114 0.221922	 -51.3319 1.41399 0.907576 6.04327 -3.29687 -1.12793 0.576426 0.542935 -0.190329 0.125951 0.236739 0.0275171
 0.324224 1.0992 0.545646 1.27858	 -10.3977 5.6618 0.142877 -2.88514 2.41286 -1.50091 -0.951626 0.962764 0.538645 0.432128 0.306676 -0.027419
 0.383083 1.26456 0.216316 0.566667	 -71.7837 -4.64944 -0.0219077 2.17486 5.99575 -2.03668 -1.80098 0.0313978 0.0648785 0.1874 0.0344327 -0.10484
 1.13844 0.561061 0.125225 1.07818	 -101.186 -8.94125 1.9515 -7.18961 0.890389 1.38766 0.0208226 -0.570993 -1.60874 -0.303415 -0.268146 -0.185175
 0.475576 0.213514 0.82032 0.178478	 -29.8394 7.60106 -0.496149 9.48086 1.37313 2.1901 -0.532743 1.13176 -0.0182979 -0.354721 0.0843586 -0.0479852
 0.223323 0.437738 0.719419 1.07678	 7.28806 5.10222 6.13058 -3.16435 1.02517 -0.375582 -0.892842 0.211307 0.765664 0.127286 -0.325594 0.104425
 0.46997 0.593293 0.538639 0.213514	 -39.7921 5.65166 -3.04381 8.61046 0.454888 -0.415916 -0.421647 1.02587 -0.23848 0.0537843 0.108247 0.115365
 0.105606 1.07678 1.37808 1.46777	 -5.01721 8.48369 13.2831 -5.24058 -1.37063 -1.04183 -0.650194 0.901972 0.29447 0.549447 -0.330953 -0.0594988
 1.32202 1.42573 0.486787 1.00671	 284.435 -2.03808 -4.7184 -2.69276 1.4858 -0.780235 -1.35071 0.267732 -0.112303 0.305655 0.174534 0.104961
 0.135035 0.48959 0.587688 0.233133	 10.8458 3.73793 6.23402 6.93296 4.88301 0.069363 -0.434886 -0.958387 -0.277199 0.289874 -1.0574 -0.0904208
 1.44535 1.28559 0.59049 0.376076	 42.7568 -8.15442 6.63537 0.678494 -3.38729 0.524912 -0.747034 0.230601 0.408517 -0.669867 -0.00919594 0.187471
 0.338238 0.472773 0.9002 1.46076	 -18.6732 8.16282 8.43607 -6.13557 -2.4996 0.89471 2.85182 0.523795 0.275489 0.0596048 -0.0527633 0.0415648
 0.422322 1.03614 0.415315 0.32002	 -35.055 9.60562 -6.39319 6.26571 2.85788 -0.506643 -1.27784 0.171532 0.165333 -0.162493 -0.241295 0.0935296
 0.352252 1.13423 0.621321 0.92963	 -10.7847 5.82304 1.77183 -2.19129 0.615028 -1.58972 0.286664 0.116691 0.203588 -0.644536 0.167335 -0.146649
 0.519019 1.24775 1.08098 1.0011	 -19.0199 5.29128 -1.37688 -2.18315 -2.16259 -2.30969 1.10157 0.149486 0.0526521 -0.0589748 0.338197 -0.0859419
 0.554054 1.4005 0.76006 0.723624	 -15.3027 5.00061 0.374326 0.249133 0.593555 -0.334789 0.191782 -0.407633 0.306478 -1.00934 0.678054 0.00732964
 0.500801 1.48318 0.891792 0.418118	 -86.156 4.01128 -3.28566 5.15729 0.857436 -2.09208 1.22822 0.0151319 -0.378997 0.197911 0.357704 -0.181979
 0.307407 0.987087 1.13283 1.16787	 -1.40944 7.2287 7.74028 -4.00233 -1.47827 -1.09592 0.0369226 -1.4182 -0.0421315 -0.261973 0.238995 -0.0779009
 1.03754 1.33043 1.11602 1.12162	 -46.5168 3.40214 -7.05675 -1.20408 -3.40063 -1.86438 2.0657 0.934824 0.0819281 -0.673565 -0.190014 -0.191213
 0.618519 0.858158 0.982883 0.68018	 -87.5428 4.94303 -4.89281 2.69143 2.24472 0.266256 0.737776 -0.431626 0.216346 -0.0130701 0.0250798 -0.00985039
 0.61992 0.335435 1.3024 0.231732	 -48.5151 8.36491 -3.15137 9.24206 2.85516 3.48057 0.503033 0.137973 0.0269868 -0.220087 0.00363748 0.275345
 0.797898 0.177077 1.35986 0.507808	 7.44913 0.988731 -3.4058 4.72754 -3.03101 0.270752 0.439909 -0.418235 -0.285115 0.173903 0.373891 -0.0570665
 0.298999 1.3977 1.3038 0.338238	 -17.7506 7.17921 2.42668 6.24636 -0.0796348 -2.1345 -1.62122 -1.11274 -0.422076 -0.333713 0.0891816 -0.0916598
 0.932432 0.867968 0.698398 0.432132	 -64.603 -10.9321 0.734836 3.6076 1.35229 -0.84166 2.18034 -0.527737 0.304634 -0.150804 -0.14898 -0.0493455
 1.31361 1.102 0.75025 0.673173	 -43.3918 -7.50068 -5.07668 0.779179 -1.17657 -1.94303 1.5794 -0.21583 0.0142839 0.460647 -0.443274 -0.0781192
 1.36547 0.118218 1.30801 1.26176	 8.33887 0.0607016 -3.12555 -2.65616 -3.95663 2.22826 -1.99331 0.286084 -0.115324 -0.0128185 0.294242 -0.370636
 1.30941 0.747447 1.13423 0.605906	 -22.312 1.01872 -8.62623 2.19588 -3.8913 -1.10356 0.616636 0.189007 -0.118257 0.326333 -0.450902 0.0434915
 0.895996 1.44114 0.481181 1.20571	 -1.97601 -0.292027 -5.45633 -3.35799 1.82267 -0.709637 0.739342 -0.374594 0.0954892 0.701925 0.352954 0.143186
 0.3004 1.0964 0.247147 1.24775	 -12.4838 1.96932 -0.373501 -3.21149 4.93352 -1.33839 -1.61419 1.4477 -0.0412835 -0.0646433 0.224345 -0.0410139
 1.48178 0.796496 0.503604 0.9997	 322.05 -0.556731 -4.85107 -3.31198 -0.902637 -0.292409 -0.750713 -1.33298 -0.492585 0.625721 -0.237782 0.241361
 0.646547 0.517618 0.886186 0.917017	 -37.2679 5.80099 -3.55734 -0.495792 -0.367257 0.441299 0.420181 -0.78161 -0.0214981 0.508707 -0.0700374 0.103997
 0.287788 0.17007 1.44394 0.38028	 22.4516 2.57012 5.36331 6.0579 0.666486 0.437144 -1.58805 -1.21305 -0.528448 0.13873 0.0311076 0.11061
 0.695596 1.07397 0.408308 0.244344	 -21.0871 -7.8394 7.35009 3.41294 4.06697 1.19085 3.3402 0.439095 0.479201 -0.262658 -0.14004 0.0105145
 0.441942 1.47057 1.35846 0.912813	 -22.367 3.04766 -0.488776 -0.386936 -0.00323981 -2.52954 -0.243584 -0.369852 0.500834 -0.587021 0.585527 -0.175426
 0.597497 1.26877 0.729229 1.4005	 -30.5146 4.12149 -3.2351 -3.5804 0.225625 -1.48866 0.188197 -0.132393 0.507657 -0.0178538 0.342906 0.0076054
 0.74044 0.611511 0.617117 0.54985	 -37.9163 1.07216 -3.43439 3.43519 1.2733 0.768005 1.0649 -0.29081 0.0164771 -0.177269 -0.282528 0.0306282
 1.45375 1.38789 0.321421 0.516216	 91.6366 -7.21971 3.32044 -2.58493 -2.51449 -0.567191 -0.196106 1.16922 0.0523602 0.252233 -0.290238 -0.0828755
 0.26957 1.17628 0.24995 1.2043	 -23.3998 8.06416 -0.237382 -4.59796 5.08104 -0.575281 -0.752933 -0.396777 -0.0187417 0.211641 -0.0673891 -0.0359082
 0.369069 0.475576 0.716617 1.42853	 -4.30511 5.32757 4.50759 -4.98514 0.729563 0.80789 0.942526 1.20674 1.23498 -0.944674 0.0869779 -0.0491611
 0.524625 0.783884 0.18969 0.364865	 -65.522 -5.90018 6.55653 2.12761 5.22737 1.03265 4.22918 -0.614558 0.0748548 -0.258386 -0.55968 -0.0947064
 0.985686 0.513413 0.506406 0.478378	 -125.55 -5.69753 -1.99748 1.98721 0.175569 0.499907 -0.0421955 0.486377 0.193949 -0.0489915 -0.106792 0.160564
