5.325  0.006334  0.000000, ratio=inf
5.375  0.006301  0.000000, ratio=inf
5.425  0.006249  0.000000, ratio=inf
5.475  0.006180  0.000000, ratio=inf
5.525  0.006097  0.000000, ratio=inf
5.575  0.006001  0.000000, ratio=inf
5.625  0.005893  0.000000, ratio=inf
5.675  0.005776  0.000000, ratio=inf
5.725  0.005652  0.000000, ratio=inf
5.775  0.005520  0.000000, ratio=inf
5.825  0.005383  0.000000, ratio=inf
5.875  0.005242  0.000000, ratio=inf
5.925  0.005098  0.000000, ratio=inf
5.975  0.004951  0.000000, ratio=inf
6.025  0.004803  0.000000, ratio=inf
6.075  0.004654  0.000000, ratio=inf
6.125  0.004505  0.000000, ratio=inf
6.175  0.004357  0.000000, ratio=inf
6.225  0.004210  0.000000, ratio=inf
6.275  0.004064  0.000000, ratio=inf
6.325  0.003920  0.000000, ratio=inf
6.375  0.003778  0.000000, ratio=inf
6.425  0.003639  0.000000, ratio=inf
6.475  0.003503  0.000000, ratio=inf
6.525  0.003370  0.000000, ratio=inf
6.575  0.003239  0.000000, ratio=inf
6.625  0.003113  0.000000, ratio=inf
6.675  0.002989  0.000000, ratio=inf
6.725  0.002869  0.000000, ratio=inf
6.775  0.002753  0.000000, ratio=inf
6.825  0.002640  0.000000, ratio=inf
6.875  0.002530  0.000000, ratio=inf
6.925  0.002425  0.000000, ratio=inf
6.975  0.002322  0.000000, ratio=inf
7.025  0.002224  0.000000, ratio=inf
7.075  0.002128  0.000000, ratio=inf
7.125  0.002037  0.000000, ratio=inf
7.175  0.001948  0.000000, ratio=inf
7.225  0.001863  0.000000, ratio=inf
7.275  0.001781  0.000000, ratio=inf
7.325  0.001702  0.000000, ratio=inf
7.375  0.001627  0.000000, ratio=inf
7.425  0.001554  0.000000, ratio=inf
7.475  0.001484  0.000000, ratio=inf
7.525  0.001418  0.000000, ratio=inf
7.575  0.001353  0.000000, ratio=inf
7.625  0.001292  0.000000, ratio=inf
7.675  0.001233  0.000000, ratio=inf
7.725  0.001177  0.000000, ratio=inf
7.775  0.001123  0.000000, ratio=inf
7.825  0.001071  0.000000, ratio=inf
7.875  0.001022  0.000000, ratio=inf
7.925  0.000974  0.000000, ratio=inf
7.975  0.000929  0.000000, ratio=inf
