! ptbar_pion= 0.3310  ptbar_kaon= 0.5496  ptbar_proton= 0.7616
!   mt      pions       kaons      protons
1.6625  1.021e-01  1.661e-02  1.120e-02
1.6875  9.725e-02  1.029e-02  1.255e-02
1.7125  8.562e-02  1.061e-02  9.550e-03
1.7375  8.109e-02  9.632e-03  6.426e-03
1.7625  5.893e-02  9.314e-03  6.367e-03
1.7875  5.420e-02  7.118e-03  6.308e-03
1.8125  5.318e-02  8.077e-03  5.209e-03
1.8375  4.252e-02  7.170e-03  4.302e-03
1.8625  3.467e-02  6.892e-03  5.628e-03
1.8875  3.142e-02  5.215e-03  3.212e-03
1.9125  2.669e-02  5.558e-03  5.194e-03
1.9375  2.944e-02  3.929e-03  3.488e-03
1.9625  2.363e-02  3.111e-03  1.647e-03
1.9875  2.276e-02  2.310e-03  2.286e-03
2.0125  1.894e-02  3.430e-03  2.428e-03
2.0375  1.609e-02  1.698e-03  1.605e-03
2.0625  2.053e-02  1.868e-03  2.069e-03
2.0875  1.430e-02  1.480e-03  1.421e-03
2.1125  1.386e-02  2.749e-03  1.096e-03
2.1375  9.789e-03  1.452e-03  7.765e-04
2.1625  1.107e-02  1.438e-03  1.232e-03
2.1875  7.389e-03  1.247e-03  4.584e-04
2.2125  8.123e-03  1.412e-03  7.580e-04
2.2375  7.234e-03  1.049e-03  1.203e-03
2.2625  5.303e-03  5.199e-04  1.045e-03
2.2875  4.986e-03  3.435e-04  8.884e-04
2.3125  3.896e-03  3.404e-04  1.029e-03
2.3375  6.428e-03  3.374e-04  8.749e-04
2.3625  3.818e-03  6.689e-04  0.000e+00
2.3875  4.032e-03  6.631e-04  2.872e-04
2.4125  2.745e-03  4.930e-04  2.851e-04
2.4375  2.718e-03  1.629e-04  0.000e+00
2.4625  3.182e-03  1.616e-04  4.214e-04
2.4875  2.182e-03  4.806e-04  1.394e-04
2.5125  1.921e-03  3.177e-04  4.153e-04
2.5375  1.665e-03  1.576e-04  0.000e+00
2.5625  7.071e-04  6.251e-04  1.364e-04
2.5875  7.006e-04  4.650e-04  1.355e-04
2.6125  1.388e-03  1.538e-04  2.690e-04
2.6375  1.605e-03  0.000e+00  1.336e-04
2.6625  4.546e-04  3.026e-04  1.327e-04
2.6875  6.758e-04  1.501e-04  1.317e-04
2.7125  4.466e-04  1.490e-04  0.000e+00
2.7375  2.214e-04  1.478e-04  0.000e+00
2.7625  6.584e-04  0.000e+00  0.000e+00
2.7875  6.527e-04  1.456e-04  0.000e+00
2.8125  8.629e-04  0.000e+00  0.000e+00
2.8375  8.557e-04  1.434e-04  0.000e+00
2.8625  4.243e-04  0.000e+00  0.000e+00
2.8875  2.104e-04  1.413e-04  0.000e+00
2.9125  4.173e-04  0.000e+00  0.000e+00
2.9375  0.000e+00  1.392e-04  1.232e-04
2.9625  6.159e-04  1.382e-04  1.225e-04
2.9875  0.000e+00  0.000e+00  1.217e-04
3.0125  4.041e-04  0.000e+00  1.209e-04
3.0375  2.005e-04  1.353e-04  0.000e+00
3.0625  0.000e+00  0.000e+00  2.388e-04
3.0875  0.000e+00  0.000e+00  0.000e+00
3.1125  0.000e+00  1.324e-04  1.179e-04
3.1375  1.943e-04  0.000e+00  0.000e+00
3.1625  0.000e+00  0.000e+00  0.000e+00
3.1875  0.000e+00  0.000e+00  0.000e+00
3.2125  0.000e+00  0.000e+00  0.000e+00
3.2375  0.000e+00  0.000e+00  0.000e+00
3.2625  1.872e-04  0.000e+00  0.000e+00
3.2875  0.000e+00  0.000e+00  0.000e+00
3.3125  0.000e+00  1.255e-04  0.000e+00
3.3375  0.000e+00  0.000e+00  0.000e+00
3.3625  1.819e-04  0.000e+00  0.000e+00
3.3875  0.000e+00  0.000e+00  0.000e+00
3.4125  1.793e-04  0.000e+00  0.000e+00
3.4375  0.000e+00  0.000e+00  0.000e+00
3.4625  0.000e+00  0.000e+00  0.000e+00
3.4875  0.000e+00  0.000e+00  0.000e+00
3.5125  0.000e+00  0.000e+00  0.000e+00
3.5375  0.000e+00  0.000e+00  0.000e+00
3.5625  0.000e+00  0.000e+00  0.000e+00
3.5875  0.000e+00  0.000e+00  0.000e+00
3.6125  0.000e+00  0.000e+00  0.000e+00
3.6375  0.000e+00  0.000e+00  0.000e+00
3.6625  0.000e+00  0.000e+00  0.000e+00
3.6875  0.000e+00  0.000e+00  0.000e+00
3.7125  0.000e+00  0.000e+00  0.000e+00
3.7375  0.000e+00  0.000e+00  0.000e+00
3.7625  1.632e-04  0.000e+00  0.000e+00
3.7875  0.000e+00  0.000e+00  0.000e+00
3.8125  0.000e+00  0.000e+00  0.000e+00
3.8375  0.000e+00  0.000e+00  0.000e+00
3.8625  0.000e+00  0.000e+00  0.000e+00
3.8875  0.000e+00  0.000e+00  0.000e+00
3.9125  0.000e+00  0.000e+00  0.000e+00
3.9375  0.000e+00  0.000e+00  0.000e+00
3.9625  0.000e+00  0.000e+00  0.000e+00
3.9875  0.000e+00  0.000e+00  0.000e+00
