! ptbar_pion= 0.4094  ptbar_kaon= 0.6960  ptbar_proton= 0.9969
!   mt      pions       kaons      protons
1.6375  6.136e-01  1.055e-01  1.157e-01
1.6625  5.556e-01  1.087e-01  1.066e-01
1.6875  5.070e-01  8.144e-02  1.012e-01
1.7125  4.807e-01  8.316e-02  9.603e-02
1.7375  4.347e-01  8.675e-02  8.562e-02
1.7625  4.219e-01  7.004e-02  7.933e-02
1.7875  3.379e-01  7.113e-02  6.888e-02
1.8125  3.220e-01  5.863e-02  6.709e-02
1.8375  3.133e-01  6.210e-02  5.885e-02
1.8625  2.808e-01  5.559e-02  5.813e-02
1.8875  2.560e-01  4.409e-02  5.349e-02
1.9125  2.478e-01  4.474e-02  4.483e-02
1.9375  2.295e-01  4.210e-02  5.090e-02
1.9625  2.012e-01  3.821e-02  4.351e-02
1.9875  1.928e-01  3.612e-02  4.332e-02
2.0125  1.751e-01  3.449e-02  4.098e-02
2.0375  1.543e-01  3.939e-02  3.386e-02
2.0625  1.631e-01  2.697e-02  3.287e-02
2.0875  1.492e-01  2.712e-02  3.348e-02
2.1125  1.275e-01  2.482e-02  3.112e-02
2.1375  1.189e-01  2.499e-02  2.397e-02
2.1625  1.262e-01  1.837e-02  2.172e-02
2.1875  1.039e-01  1.721e-02  2.341e-02
2.2125  9.590e-02  1.901e-02  2.171e-02
2.2375  8.865e-02  1.942e-02  1.937e-02
2.2625  7.978e-02  1.674e-02  1.690e-02
2.2875  7.546e-02  1.468e-02  1.759e-02
2.3125  7.411e-02  1.531e-02  1.599e-02
2.3375  5.310e-02  1.423e-02  1.408e-02
2.3625  5.935e-02  1.374e-02  1.494e-02
2.3875  6.072e-02  1.417e-02  1.324e-02
2.4125  5.791e-02  1.131e-02  1.345e-02
2.4375  5.131e-02  1.122e-02  1.021e-02
2.4625  4.239e-02  7.175e-03  1.170e-02
2.4875  4.037e-02  7.293e-03  8.824e-03
2.5125  3.733e-02  9.525e-03  7.531e-03
2.5375  3.804e-02  7.697e-03  6.256e-03
2.5625  3.585e-02  6.420e-03  7.423e-03
2.5875  2.852e-02  8.433e-03  6.618e-03
2.6125  2.903e-02  8.195e-03  7.468e-03
2.6375  2.852e-02  5.589e-03  5.488e-03
2.6625  3.003e-02  4.704e-03  5.744e-03
2.6875  2.426e-02  4.334e-03  4.827e-03
2.7125  1.760e-02  4.796e-03  4.503e-03
2.7375  2.138e-02  3.939e-03  5.771e-03
2.7625  1.730e-02  3.420e-03  3.153e-03
2.7875  1.425e-02  3.879e-03  4.270e-03
2.8125  1.509e-02  2.727e-03  4.383e-03
2.8375  1.568e-02  4.298e-03  3.371e-03
2.8625  1.366e-02  2.212e-03  3.070e-03
2.8875  1.145e-02  1.412e-03  3.466e-03
2.9125  1.205e-02  3.425e-03  2.204e-03
2.9375  1.126e-02  2.318e-03  2.600e-03
2.9625  7.522e-03  2.148e-03  1.767e-03
2.9875  1.357e-02  1.523e-03  2.161e-03
3.0125  9.198e-03  2.420e-03  1.611e-03
3.0375  1.046e-02  3.154e-03  2.801e-03
3.0625  6.404e-03  2.088e-03  1.591e-03
3.0875  7.231e-03  1.037e-03  1.317e-03
3.1125  4.349e-03  1.029e-03  1.309e-03
3.1375  5.826e-03  1.899e-03  1.952e-03
3.1625  5.782e-03  1.015e-03  1.035e-03
3.1875  4.463e-03  8.643e-04  8.998e-04
3.2125  3.797e-03  1.002e-03  8.944e-04
3.2375  3.141e-03  1.279e-03  7.620e-04
3.2625  4.573e-03  1.129e-03  1.389e-03
3.2875  4.127e-03  1.262e-03  1.004e-03
3.3125  2.868e-03  1.254e-03  7.486e-04
3.3375  2.034e-03  0.000e+00  1.116e-03
3.3625  4.038e-03  4.126e-04  4.932e-04
3.3875  4.812e-03  1.366e-03  1.226e-03
3.4125  1.593e-03  4.073e-04  3.657e-04
3.4375  1.977e-03  1.079e-03  7.272e-04
3.4625  1.570e-03  5.362e-04  7.231e-04
3.4875  2.924e-03  2.664e-04  5.991e-04
3.5125  2.323e-03  2.647e-04  1.192e-04
3.5375  2.115e-03  5.262e-04  7.109e-04
3.5625  2.483e-03  5.230e-04  2.357e-04
3.5875  1.518e-03  3.898e-04  4.687e-04
3.6125  9.423e-04  2.583e-04  4.662e-04
3.6375  1.498e-03  2.567e-04  8.113e-04
3.6625  2.232e-03  2.552e-04  6.916e-04
3.6875  1.478e-03  2.537e-04  2.293e-04
3.7125  9.178e-04  3.782e-04  1.140e-04
3.7375  5.472e-04  2.507e-04  1.134e-04
3.7625  9.061e-04  3.738e-04  0.000e+00
3.7875  9.003e-04  4.955e-04  2.244e-04
3.8125  3.578e-04  0.000e+00  1.116e-04
3.8375  7.112e-04  1.224e-04  3.331e-04
3.8625  1.237e-03  1.217e-04  1.105e-04
3.8875  5.268e-04  4.842e-04  1.099e-04
3.9125  8.725e-04  1.204e-04  4.373e-04
3.9375  6.937e-04  3.590e-04  1.088e-04
3.9625  1.724e-04  0.000e+00  2.164e-04
3.9875  3.427e-04  2.367e-04  2.153e-04
