! ptbar_pion= 0.3168  ptbar_kaon= 0.5209  ptbar_proton= 0.7113
!   mt      pions       kaons      protons
2.5125  5.254e-04  1.738e-04  0.000e+00
2.5375  0.000e+00  1.724e-04  1.503e-04
2.5625  5.157e-04  1.709e-04  0.000e+00
2.5875  1.022e-03  0.000e+00  0.000e+00
2.6125  0.000e+00  0.000e+00  0.000e+00
2.6375  2.509e-04  0.000e+00  0.000e+00
2.6625  0.000e+00  1.655e-04  0.000e+00
2.6875  0.000e+00  0.000e+00  0.000e+00
2.7125  0.000e+00  0.000e+00  0.000e+00
2.7375  0.000e+00  0.000e+00  0.000e+00
2.7625  0.000e+00  0.000e+00  0.000e+00
2.7875  0.000e+00  0.000e+00  0.000e+00
2.8125  0.000e+00  0.000e+00  0.000e+00
2.8375  4.680e-04  0.000e+00  0.000e+00
2.8625  0.000e+00  0.000e+00  0.000e+00
2.8875  0.000e+00  0.000e+00  0.000e+00
2.9125  0.000e+00  0.000e+00  0.000e+00
2.9375  0.000e+00  0.000e+00  0.000e+00
2.9625  0.000e+00  0.000e+00  0.000e+00
2.9875  2.228e-04  0.000e+00  1.331e-04
3.0125  0.000e+00  0.000e+00  0.000e+00
3.0375  0.000e+00  0.000e+00  0.000e+00
3.0625  0.000e+00  0.000e+00  0.000e+00
3.0875  2.159e-04  0.000e+00  0.000e+00
3.1125  0.000e+00  0.000e+00  0.000e+00
3.1375  2.126e-04  0.000e+00  0.000e+00
3.1625  0.000e+00  0.000e+00  0.000e+00
3.1875  0.000e+00  0.000e+00  0.000e+00
3.2125  0.000e+00  0.000e+00  0.000e+00
3.2375  0.000e+00  0.000e+00  0.000e+00
3.2625  0.000e+00  0.000e+00  0.000e+00
3.2875  0.000e+00  0.000e+00  0.000e+00
3.3125  0.000e+00  0.000e+00  0.000e+00
3.3375  0.000e+00  0.000e+00  0.000e+00
3.3625  0.000e+00  0.000e+00  0.000e+00
3.3875  0.000e+00  0.000e+00  0.000e+00
3.4125  0.000e+00  0.000e+00  0.000e+00
3.4375  0.000e+00  0.000e+00  0.000e+00
3.4625  0.000e+00  0.000e+00  0.000e+00
3.4875  0.000e+00  0.000e+00  0.000e+00
3.5125  0.000e+00  0.000e+00  0.000e+00
3.5375  0.000e+00  0.000e+00  0.000e+00
3.5625  0.000e+00  0.000e+00  0.000e+00
3.5875  0.000e+00  0.000e+00  0.000e+00
3.6125  0.000e+00  0.000e+00  0.000e+00
3.6375  0.000e+00  0.000e+00  0.000e+00
3.6625  0.000e+00  0.000e+00  0.000e+00
3.6875  0.000e+00  0.000e+00  0.000e+00
3.7125  0.000e+00  0.000e+00  0.000e+00
3.7375  0.000e+00  0.000e+00  0.000e+00
3.7625  0.000e+00  0.000e+00  0.000e+00
3.7875  0.000e+00  0.000e+00  0.000e+00
3.8125  0.000e+00  0.000e+00  0.000e+00
3.8375  0.000e+00  0.000e+00  0.000e+00
3.8625  0.000e+00  0.000e+00  0.000e+00
3.8875  0.000e+00  0.000e+00  0.000e+00
3.9125  0.000e+00  0.000e+00  0.000e+00
3.9375  0.000e+00  0.000e+00  0.000e+00
3.9625  0.000e+00  0.000e+00  0.000e+00
3.9875  0.000e+00  0.000e+00  0.000e+00
