! ptbar_pion= 0.3778  ptbar_kaon= 0.6461  ptbar_proton= 0.9226
!   mt      pions       kaons      protons
1.3375  1.185e+00  2.025e-01  2.117e-01
1.3625  1.120e+00  1.834e-01  1.917e-01
1.3875  1.014e+00  1.730e-01  1.670e-01
1.4125  9.051e-01  1.555e-01  1.595e-01
1.4375  7.943e-01  1.458e-01  1.331e-01
1.4625  7.438e-01  1.283e-01  1.384e-01
1.4875  7.036e-01  1.090e-01  1.248e-01
1.5125  6.375e-01  1.171e-01  1.081e-01
1.5375  5.648e-01  9.881e-02  1.050e-01
1.5625  5.126e-01  9.477e-02  1.013e-01
1.5875  4.486e-01  8.457e-02  8.250e-02
1.6125  4.115e-01  7.696e-02  8.187e-02
1.6375  3.700e-01  7.142e-02  7.724e-02
1.6625  3.648e-01  6.622e-02  6.458e-02
1.6875  3.277e-01  5.496e-02  6.414e-02
1.7125  3.007e-01  5.332e-02  5.591e-02
1.7375  2.600e-01  4.910e-02  5.320e-02
1.7625  2.380e-01  4.478e-02  4.972e-02
1.7875  2.278e-01  4.193e-02  4.218e-02
1.8125  1.994e-01  3.972e-02  4.098e-02
1.8375  1.838e-01  3.891e-02  3.511e-02
1.8625  1.591e-01  2.992e-02  3.255e-02
1.8875  1.577e-01  2.621e-02  3.083e-02
1.9125  1.293e-01  2.986e-02  2.930e-02
1.9375  1.225e-01  2.364e-02  2.311e-02
1.9625  1.151e-01  2.559e-02  2.384e-02
1.9875  1.087e-01  2.009e-02  2.548e-02
2.0125  9.988e-02  1.720e-02  1.644e-02
2.0375  9.159e-02  1.668e-02  2.098e-02
2.0625  8.293e-02  1.546e-02  1.377e-02
2.0875  7.528e-02  1.305e-02  1.558e-02
2.1125  7.099e-02  1.223e-02  1.236e-02
2.1375  6.469e-02  1.075e-02  1.183e-02
2.1625  5.566e-02  9.298e-03  1.274e-02
2.1875  5.789e-02  1.189e-02  1.106e-02
2.2125  4.862e-02  9.624e-03  1.040e-02
2.2375  4.484e-02  8.549e-03  8.202e-03
2.2625  4.138e-02  8.146e-03  6.454e-03
2.2875  3.405e-02  7.265e-03  8.353e-03
2.3125  3.077e-02  8.001e-03  7.184e-03
2.3375  2.973e-02  6.344e-03  6.032e-03
2.3625  2.896e-02  6.131e-03  5.850e-03
2.3875  3.199e-02  4.520e-03  4.726e-03
2.4125  3.167e-02  4.944e-03  3.619e-03
2.4375  2.231e-02  4.289e-03  5.055e-03
2.4625  2.048e-02  3.949e-03  4.754e-03
2.4875  2.256e-02  3.916e-03  3.015e-03
2.5125  1.355e-02  4.929e-03  3.253e-03
2.5375  1.275e-02  2.518e-03  2.326e-03
2.5625  1.130e-02  1.616e-03  3.207e-03
2.5875  1.032e-02  2.769e-03  3.312e-03
2.6125  1.262e-02  1.735e-03  4.047e-03
2.6375  1.401e-02  3.442e-03  2.386e-03
2.6625  1.047e-02  2.276e-03  2.370e-03
2.6875  8.048e-03  1.553e-03  2.106e-03
2.7125  9.657e-03  1.821e-03  1.722e-03
2.7375  8.117e-03  1.807e-03  1.344e-03
2.7625  5.571e-03  1.241e-03  1.820e-03
2.7875  6.546e-03  8.211e-04  2.170e-03
2.8125  5.274e-03  1.358e-03  1.796e-03
2.8375  5.833e-03  8.088e-04  1.308e-03
2.8625  5.585e-03  1.070e-03  1.182e-03
2.8875  5.736e-03  1.461e-03  1.526e-03
2.9125  3.531e-03  1.055e-03  1.399e-03
2.9375  4.086e-03  7.852e-04  6.952e-04
2.9625  3.667e-03  6.496e-04  1.266e-03
2.9875  2.872e-03  1.032e-03  8.007e-04
3.0125  2.469e-03  5.123e-04  3.410e-04
3.0375  1.885e-03  6.358e-04  7.907e-04
3.0625  2.431e-03  6.314e-04  3.367e-04
3.0875  2.783e-03  1.254e-04  5.578e-04
3.1125  1.289e-03  7.471e-04  8.869e-04
3.1375  1.644e-03  2.473e-04  8.815e-04
3.1625  1.632e-03  4.913e-04  5.476e-04
3.1875  1.620e-03  1.220e-04  1.088e-04
3.2125  1.072e-03  7.270e-04  2.164e-04
3.2375  2.128e-03  1.203e-04  4.302e-04
3.2625  1.056e-03  4.782e-04  1.069e-04
3.2875  1.572e-03  2.375e-04  4.251e-04
3.3125  1.388e-03  0.000e+00  3.169e-04
3.3375  5.166e-04  1.172e-04  1.050e-04
3.3625  8.549e-04  1.164e-04  0.000e+00
3.3875  1.019e-03  1.157e-04  2.076e-04
3.4125  1.686e-04  0.000e+00  2.064e-04
3.4375  5.022e-04  4.569e-04  1.026e-04
3.4625  9.974e-04  0.000e+00  1.020e-04
3.4875  8.254e-04  1.128e-04  2.029e-04
3.5125  6.558e-04  1.121e-04  1.009e-04
3.5375  1.628e-04  0.000e+00  1.003e-04
3.5625  3.235e-04  1.107e-04  9.978e-05
3.5875  6.426e-04  1.100e-04  9.923e-05
3.6125  1.596e-04  0.000e+00  1.974e-04
3.6375  3.171e-04  0.000e+00  9.814e-05
3.6625  6.299e-04  0.000e+00  1.952e-04
3.6875  3.129e-04  0.000e+00  9.708e-05
3.7125  0.000e+00  0.000e+00  0.000e+00
3.7375  0.000e+00  0.000e+00  0.000e+00
3.7625  1.534e-04  0.000e+00  1.911e-04
3.7875  1.525e-04  1.049e-04  9.503e-05
3.8125  1.515e-04  0.000e+00  9.453e-05
3.8375  0.000e+00  2.074e-04  0.000e+00
3.8625  2.992e-04  0.000e+00  0.000e+00
3.8875  0.000e+00  1.025e-04  0.000e+00
3.9125  0.000e+00  0.000e+00  0.000e+00
3.9375  0.000e+00  0.000e+00  0.000e+00
3.9625  0.000e+00  0.000e+00  0.000e+00
3.9875  2.902e-04  0.000e+00  0.000e+00
